sample_accession_id,sample_alias,file_name,file_accession_id
EGAN00003221081,CGPLH996P,CGPLH996P.bam,EGAF00005323138
EGAN00003221082,CGPLH995P,CGPLH995P.bam,EGAF00005323137
EGAN00003221083,CGPLLU585P,CGPLLU585P.bam,EGAF00005323495
EGAN00003221084,CGPLLU425P,CGPLLU425P.bam,EGAF00005323335
EGAN00003221085,CGPLH676P_1,CGPLH676P_1.bam,EGAF00005322883
EGAN00003221086,CGPLLU584P,CGPLLU584P.bam,EGAF00005323494
EGAN00003221087,CGPLLU386P,CGPLLU386P.bam,EGAF00005323296
EGAN00003221088,CGPLLU521P,CGPLLU521P.bam,EGAF00005323432
EGAN00003221089,CGPLH766P_1,CGPLH766P_1.bam,EGAF00005322969
EGAN00003221090,CGPLH765P_1,CGPLH765P_1.bam,EGAF00005322968
EGAN00003221091,CGPLH763P_1,CGPLH763P_1.bam,EGAF00005322967
EGAN00003221092,CGPLH762P_1,CGPLH762P_1.bam,EGAF00005322966
EGAN00003221093,CGPLH1022P,CGPLH1022P.bam,EGAF00005322725
EGAN00003221094,CGPLH1021P,CGPLH1021P.bam,EGAF00005322724
EGAN00003221095,CGPLH1020P,CGPLH1020P.bam,EGAF00005322723
EGAN00003221096,CGPLH1019P,CGPLH1019P.bam,EGAF00005322722
EGAN00003221097,CGPLH677P_1,CGPLH677P_1.bam,EGAF00005322884
EGAN00003221098,CGPLH875P,CGPLH875P.bam,EGAF00005323026
EGAN00003221099,CGPLH878P,CGPLH878P.bam,EGAF00005323029
EGAN00003221100,CGPLH876P,CGPLH876P.bam,EGAF00005323027
EGAN00003221101,CGPLH1025P,CGPLH1025P.bam,EGAF00005322728
EGAN00003221102,CGPLH881P,CGPLH881P.bam,EGAF00005323031
EGAN00003221103,CGPLH1024P,CGPLH1024P.bam,EGAF00005322727
EGAN00003221104,CGPLH880P,CGPLH880P.bam,EGAF00005323030
EGAN00003221105,CGPLH1023P,CGPLH1023P.bam,EGAF00005322726
EGAN00003221106,CGPLH887P,CGPLH887P.bam,EGAF00005323036
EGAN00003221107,CGPLH767P_1,CGPLH767P_1.bam,EGAF00005322970
EGAN00003221108,CGPLLU230P,CGPLLU230P.bam,EGAF00005323162
EGAN00003221109,CGPLH888P,CGPLH888P.bam,EGAF00005323037
EGAN00003221110,CGPLH678P_1,CGPLH678P_1.bam,EGAF00005322885
EGAN00003221111,CGPLH680P_1,CGPLH680P_1.bam,EGAF00005322887
EGAN00003221112,CGPLH679P_1,CGPLH679P_1.bam,EGAF00005322886
EGAN00003221113,CGPLLU227P,CGPLLU227P.bam,EGAF00005323158
EGAN00003221114,CGPLH681P_1,CGPLH681P_1.bam,EGAF00005322888
EGAN00003221115,CGPLLU229P,CGPLLU229P.bam,EGAF00005323160
EGAN00003221116,CGPLLU228P,CGPLLU228P.bam,EGAF00005323159
EGAN00003221117,CGPLH1012P,CGPLH1012P.bam,EGAF00005322715
EGAN00003221118,CGPLH998P,CGPLH998P.bam,EGAF00005323140
EGAN00003221119,CGPLH994P,CGPLH994P.bam,EGAF00005323136
EGAN00003221120,CGPLH747P_1,CGPLH747P_1.bam,EGAF00005322951
EGAN00003221121,CGPLH746P_1,CGPLH746P_1.bam,EGAF00005322950
EGAN00003221122,CGPLH745P_1,CGPLH745P_1.bam,EGAF00005322949
EGAN00003221123,CGPLH1011P,CGPLH1011P.bam,EGAF00005322714
EGAN00003221124,CGPLH1010P,CGPLH1010P.bam,EGAF00005322713
EGAN00003221125,CGPLLU366P,CGPLLU366P.bam,EGAF00005323276
EGAN00003221126,CGPLLU376P,CGPLLU376P.bam,EGAF00005323286
EGAN00003221127,CGPLLU300P,CGPLLU300P.bam,EGAF00005323209
EGAN00003221128,CGPLLU631P,CGPLLU631P.bam,EGAF00005323541
EGAN00003221129,CGPLLU492P,CGPLLU492P.bam,EGAF00005323402
EGAN00003221130,CGPLH1001P,CGPLH1001P.bam,EGAF00005322704
EGAN00003221131,CGPLH1000P,CGPLH1000P.bam,EGAF00005322703
EGAN00003221132,CGPLH1003P,CGPLH1003P.bam,EGAF00005322706
EGAN00003221133,CGPLH1002P,CGPLH1002P.bam,EGAF00005322705
EGAN00003221134,CGPLH298P_2,CGPLH298P_2.bam,EGAF00005322740
EGAN00003221135,CGPLH297P_2,CGPLH297P_2.bam,EGAF00005322739
EGAN00003221136,CGPLH627P_2,CGPLH627P_2.bam,EGAF00005322837
EGAN00003221137,CGPLH551P_1,CGPLH551P_1.bam,EGAF00005322783
EGAN00003221138,CGPLLU317P,CGPLLU317P.bam,EGAF00005323227
EGAN00003221139,CGPLH983P,CGPLH983P.bam,EGAF00005323125
EGAN00003221140,CGPLLU469P,CGPLLU469P.bam,EGAF00005323379
EGAN00003221141,CGPLH982P,CGPLH982P.bam,EGAF00005323124
EGAN00003221142,CGPLLU348P,CGPLLU348P.bam,EGAF00005323258
EGAN00003221143,CGPLH847P,CGPLH847P.bam,EGAF00005323013
EGAN00003221144,CGPLLU355P,CGPLLU355P.bam,EGAF00005323265
EGAN00003221145,CGPLLU473P,CGPLLU473P.bam,EGAF00005323383
EGAN00003221146,CGPLLU273P,CGPLLU273P.bam,EGAF00005323178
EGAN00003221147,CGPLLU340P,CGPLLU340P.bam,EGAF00005323250
EGAN00003221148,CGPLH841P,CGPLH841P.bam,EGAF00005323008
EGAN00003221149,CGPLLU479P,CGPLLU479P.bam,EGAF00005323389
EGAN00003221150,CGPLH845P,CGPLH845P.bam,EGAF00005323011
EGAN00003221151,CGPLH980P,CGPLH980P.bam,EGAF00005323122
EGAN00003221152,CGPLLU298P,CGPLLU298P.bam,EGAF00005323205
EGAN00003221153,CGPLH846P,CGPLH846P.bam,EGAF00005323012
EGAN00003221154,CGPLH979P,CGPLH979P.bam,EGAF00005323121
EGAN00003221155,CGPLH843P,CGPLH843P.bam,EGAF00005323009
EGAN00003221156,CGPLH999P,CGPLH999P.bam,EGAF00005323141
EGAN00003221157,CGPLLU310P,CGPLLU310P.bam,EGAF00005323220
EGAN00003221158,CGPLH844P,CGPLH844P.bam,EGAF00005323010
EGAN00003221159,CGPLH981P,CGPLH981P.bam,EGAF00005323123
EGAN00003221160,CGPLH621P_1,CGPLH621P_1.bam,EGAF00005322833
EGAN00003221161,CGPLLU330P,CGPLLU330P.bam,EGAF00005323240
EGAN00003221162,CGPLH744P_1,CGPLH744P_1.bam,EGAF00005322948
EGAN00003221163,CGPLH849P,CGPLH849P.bam,EGAF00005323015
EGAN00003221164,CGPLH614P_1,CGPLH614P_1.bam,EGAF00005322827
EGAN00003221165,CGPLH848P,CGPLH848P.bam,EGAF00005323014
EGAN00003221166,CGPLH616P_2,CGPLH616P_2.bam,EGAF00005322830
EGAN00003221167,CGPLH619P_1,CGPLH619P_1.bam,EGAF00005322831
EGAN00003221168,CGPLH615P_1,CGPLH615P_1.bam,EGAF00005322828
EGAN00003221169,CGPLH616P_1,CGPLH616P_1.bam,EGAF00005322829
