method,subset,series,fpr,tpr,tpr_lower,tpr_upper
dd,withheld,mean,0.0,0.0,,
dd,withheld,mean,0.01,0.475,,
dd,withheld,mean,0.02,0.475,,
dd,withheld,mean,0.03,0.7375,,
dd,withheld,mean,0.04,0.7375,,
dd,withheld,mean,0.05,0.8125,,
dd,withheld,mean,0.06,0.8125,,
dd,withheld,mean,0.07,0.8125,,
dd,withheld,mean,0.08,0.9125,,
dd,withheld,mean,0.09,0.9125,,
dd,withheld,mean,0.1,0.9125,,
dd,withheld,mean,0.11,0.9125,,
dd,withheld,mean,0.12,0.925,,
dd,withheld,mean,0.13,0.925,,
dd,withheld,mean,0.14,0.925,,
dd,withheld,mean,0.15,0.925,,
dd,withheld,mean,0.16,0.925,,
dd,withheld,mean,0.17,0.975,,
dd,withheld,mean,0.18,0.975,,
dd,withheld,mean,0.19,0.975,,
dd,withheld,mean,0.2,0.975,,
dd,withheld,mean,0.21,0.975,,
dd,withheld,mean,0.22,0.975,,
dd,withheld,mean,0.23,0.975,,
dd,withheld,mean,0.24,0.975,,
dd,withheld,mean,0.25,0.975,,
dd,withheld,mean,0.26,0.975,,
dd,withheld,mean,0.27,0.9875,,
dd,withheld,mean,0.28,0.9875,,
dd,withheld,mean,0.29,0.9875,,
dd,withheld,mean,0.3,0.9875,,
dd,withheld,mean,0.31,0.9875,,
dd,withheld,mean,0.32,0.9875,,
dd,withheld,mean,0.33,0.9875,,
dd,withheld,mean,0.34,0.9875,,
dd,withheld,mean,0.35000000000000003,0.9875,,
dd,withheld,mean,0.36,1.0,,
dd,withheld,mean,0.37,1.0,,
dd,withheld,mean,0.38,1.0,,
dd,withheld,mean,0.39,1.0,,
dd,withheld,mean,0.4,1.0,,
dd,withheld,mean,0.41000000000000003,1.0,,
dd,withheld,mean,0.42,1.0,,
dd,withheld,mean,0.43,1.0,,
dd,withheld,mean,0.44,1.0,,
dd,withheld,mean,0.45,1.0,,
dd,withheld,mean,0.46,1.0,,
dd,withheld,mean,0.47000000000000003,1.0,,
dd,withheld,mean,0.48,1.0,,
dd,withheld,mean,0.49,1.0,,
dd,withheld,mean,0.5,1.0,,
dd,withheld,mean,0.51,1.0,,
dd,withheld,mean,0.52,1.0,,
dd,withheld,mean,0.53,1.0,,
dd,withheld,mean,0.54,1.0,,
dd,withheld,mean,0.55,1.0,,
dd,withheld,mean,0.56,1.0,,
dd,withheld,mean,0.5700000000000001,1.0,,
dd,withheld,mean,0.58,1.0,,
dd,withheld,mean,0.59,1.0,,
dd,withheld,mean,0.6,1.0,,
dd,withheld,mean,0.61,1.0,,
dd,withheld,mean,0.62,1.0,,
dd,withheld,mean,0.63,1.0,,
dd,withheld,mean,0.64,1.0,,
dd,withheld,mean,0.65,1.0,,
dd,withheld,mean,0.66,1.0,,
dd,withheld,mean,0.67,1.0,,
dd,withheld,mean,0.68,1.0,,
dd,withheld,mean,0.6900000000000001,1.0,,
dd,withheld,mean,0.7000000000000001,1.0,,
dd,withheld,mean,0.71,1.0,,
dd,withheld,mean,0.72,1.0,,
dd,withheld,mean,0.73,1.0,,
dd,withheld,mean,0.74,1.0,,
dd,withheld,mean,0.75,1.0,,
dd,withheld,mean,0.76,1.0,,
dd,withheld,mean,0.77,1.0,,
dd,withheld,mean,0.78,1.0,,
dd,withheld,mean,0.79,1.0,,
dd,withheld,mean,0.8,1.0,,
dd,withheld,mean,0.81,1.0,,
dd,withheld,mean,0.8200000000000001,1.0,,
dd,withheld,mean,0.8300000000000001,1.0,,
dd,withheld,mean,0.84,1.0,,
dd,withheld,mean,0.85,1.0,,
dd,withheld,mean,0.86,1.0,,
dd,withheld,mean,0.87,1.0,,
dd,withheld,mean,0.88,1.0,,
dd,withheld,mean,0.89,1.0,,
dd,withheld,mean,0.9,1.0,,
dd,withheld,mean,0.91,1.0,,
dd,withheld,mean,0.92,1.0,,
dd,withheld,mean,0.93,1.0,,
dd,withheld,mean,0.9400000000000001,1.0,,
dd,withheld,mean,0.9500000000000001,1.0,,
dd,withheld,mean,0.96,1.0,,
dd,withheld,mean,0.97,1.0,,
dd,withheld,mean,0.98,1.0,,
dd,withheld,mean,0.99,1.0,,
dd,withheld,mean,1.0,1.0,,
dd,withheld,ci,0.0,,0.0,0.0
dd,withheld,ci,0.01,,0.19375,0.84375
dd,withheld,ci,0.02,,0.19375,0.84375
dd,withheld,ci,0.03,,0.5125,0.93125
dd,withheld,ci,0.04,,0.5125,0.93125
dd,withheld,ci,0.05,,0.53125,0.9375
dd,withheld,ci,0.06,,0.53125,0.9375
dd,withheld,ci,0.07,,0.53125,0.9375
dd,withheld,ci,0.08,,0.81875,0.99375
dd,withheld,ci,0.09,,0.81875,0.99375
dd,withheld,ci,0.1,,0.81875,0.99375
dd,withheld,ci,0.11,,0.81875,0.99375
dd,withheld,ci,0.12,,0.875,0.99375
dd,withheld,ci,0.13,,0.875,0.99375
dd,withheld,ci,0.14,,0.875,0.99375
dd,withheld,ci,0.15,,0.875,0.99375
dd,withheld,ci,0.16,,0.875,0.99375
dd,withheld,ci,0.17,,0.9375,1.0
dd,withheld,ci,0.18,,0.9375,1.0
dd,withheld,ci,0.19,,0.9375,1.0
dd,withheld,ci,0.2,,0.9375,1.0
dd,withheld,ci,0.21,,0.9375,1.0
dd,withheld,ci,0.22,,0.9375,1.0
dd,withheld,ci,0.23,,0.9375,1.0
dd,withheld,ci,0.24,,0.9375,1.0
dd,withheld,ci,0.25,,0.9375,1.0
dd,withheld,ci,0.26,,0.9375,1.0
dd,withheld,ci,0.27,,0.94375,1.0
dd,withheld,ci,0.28,,0.94375,1.0
dd,withheld,ci,0.29,,0.94375,1.0
dd,withheld,ci,0.3,,0.94375,1.0
dd,withheld,ci,0.31,,0.94375,1.0
dd,withheld,ci,0.32,,0.94375,1.0
dd,withheld,ci,0.33,,0.94375,1.0
dd,withheld,ci,0.34,,0.94375,1.0
dd,withheld,ci,0.35000000000000003,,0.94375,1.0
dd,withheld,ci,0.36,,1.0,1.0
dd,withheld,ci,0.37,,1.0,1.0
dd,withheld,ci,0.38,,1.0,1.0
dd,withheld,ci,0.39,,1.0,1.0
dd,withheld,ci,0.4,,1.0,1.0
dd,withheld,ci,0.41000000000000003,,1.0,1.0
dd,withheld,ci,0.42,,1.0,1.0
dd,withheld,ci,0.43,,1.0,1.0
dd,withheld,ci,0.44,,1.0,1.0
dd,withheld,ci,0.45,,1.0,1.0
dd,withheld,ci,0.46,,1.0,1.0
dd,withheld,ci,0.47000000000000003,,1.0,1.0
dd,withheld,ci,0.48,,1.0,1.0
dd,withheld,ci,0.49,,1.0,1.0
dd,withheld,ci,0.5,,1.0,1.0
dd,withheld,ci,0.51,,1.0,1.0
dd,withheld,ci,0.52,,1.0,1.0
dd,withheld,ci,0.53,,1.0,1.0
dd,withheld,ci,0.54,,1.0,1.0
dd,withheld,ci,0.55,,1.0,1.0
dd,withheld,ci,0.56,,1.0,1.0
dd,withheld,ci,0.5700000000000001,,1.0,1.0
dd,withheld,ci,0.58,,1.0,1.0
dd,withheld,ci,0.59,,1.0,1.0
dd,withheld,ci,0.6,,1.0,1.0
dd,withheld,ci,0.61,,1.0,1.0
dd,withheld,ci,0.62,,1.0,1.0
dd,withheld,ci,0.63,,1.0,1.0
dd,withheld,ci,0.64,,1.0,1.0
dd,withheld,ci,0.65,,1.0,1.0
dd,withheld,ci,0.66,,1.0,1.0
dd,withheld,ci,0.67,,1.0,1.0
dd,withheld,ci,0.68,,1.0,1.0
dd,withheld,ci,0.6900000000000001,,1.0,1.0
dd,withheld,ci,0.7000000000000001,,1.0,1.0
dd,withheld,ci,0.71,,1.0,1.0
dd,withheld,ci,0.72,,1.0,1.0
dd,withheld,ci,0.73,,1.0,1.0
dd,withheld,ci,0.74,,1.0,1.0
dd,withheld,ci,0.75,,1.0,1.0
dd,withheld,ci,0.76,,1.0,1.0
dd,withheld,ci,0.77,,1.0,1.0
dd,withheld,ci,0.78,,1.0,1.0
dd,withheld,ci,0.79,,1.0,1.0
dd,withheld,ci,0.8,,1.0,1.0
dd,withheld,ci,0.81,,1.0,1.0
dd,withheld,ci,0.8200000000000001,,1.0,1.0
dd,withheld,ci,0.8300000000000001,,1.0,1.0
dd,withheld,ci,0.84,,1.0,1.0
dd,withheld,ci,0.85,,1.0,1.0
dd,withheld,ci,0.86,,1.0,1.0
dd,withheld,ci,0.87,,1.0,1.0
dd,withheld,ci,0.88,,1.0,1.0
dd,withheld,ci,0.89,,1.0,1.0
dd,withheld,ci,0.9,,1.0,1.0
dd,withheld,ci,0.91,,1.0,1.0
dd,withheld,ci,0.92,,1.0,1.0
dd,withheld,ci,0.93,,1.0,1.0
dd,withheld,ci,0.9400000000000001,,1.0,1.0
dd,withheld,ci,0.9500000000000001,,1.0,1.0
dd,withheld,ci,0.96,,1.0,1.0
dd,withheld,ci,0.97,,1.0,1.0
dd,withheld,ci,0.98,,1.0,1.0
dd,withheld,ci,0.99,,1.0,1.0
dd,withheld,ci,1.0,,1.0,1.0
dd,novel,mean,0.0,0.0,,
dd,novel,mean,0.01,0.514516129032258,,
dd,novel,mean,0.02,0.514516129032258,,
dd,novel,mean,0.03,0.7048387096774194,,
dd,novel,mean,0.04,0.7048387096774194,,
dd,novel,mean,0.05,0.764516129032258,,
dd,novel,mean,0.06,0.764516129032258,,
dd,novel,mean,0.07,0.764516129032258,,
dd,novel,mean,0.08,0.814516129032258,,
dd,novel,mean,0.09,0.814516129032258,,
dd,novel,mean,0.1,0.8290322580645162,,
dd,novel,mean,0.11,0.8290322580645162,,
dd,novel,mean,0.12,0.8387096774193548,,
dd,novel,mean,0.13,0.8387096774193548,,
dd,novel,mean,0.14,0.8387096774193548,,
dd,novel,mean,0.15,0.8580645161290322,,
dd,novel,mean,0.16,0.8580645161290322,,
dd,novel,mean,0.17,0.8709677419354838,,
dd,novel,mean,0.18,0.8709677419354838,,
dd,novel,mean,0.19,0.8709677419354838,,
dd,novel,mean,0.2,0.8725806451612904,,
dd,novel,mean,0.21,0.8725806451612904,,
dd,novel,mean,0.22,0.8951612903225806,,
dd,novel,mean,0.23,0.8951612903225806,,
dd,novel,mean,0.24,0.9032258064516128,,
dd,novel,mean,0.25,0.9032258064516128,,
dd,novel,mean,0.26,0.9032258064516128,,
dd,novel,mean,0.27,0.9096774193548388,,
dd,novel,mean,0.28,0.9096774193548388,,
dd,novel,mean,0.29,0.9225806451612902,,
dd,novel,mean,0.3,0.9225806451612902,,
dd,novel,mean,0.31,0.9290322580645161,,
dd,novel,mean,0.32,0.9290322580645161,,
dd,novel,mean,0.33,0.9290322580645161,,
dd,novel,mean,0.34,0.9387096774193548,,
dd,novel,mean,0.35000000000000003,0.9387096774193548,,
dd,novel,mean,0.36,0.9483870967741936,,
dd,novel,mean,0.37,0.9483870967741936,,
dd,novel,mean,0.38,0.9483870967741936,,
dd,novel,mean,0.39,0.9516129032258066,,
dd,novel,mean,0.4,0.9516129032258066,,
dd,novel,mean,0.41000000000000003,0.9564516129032258,,
dd,novel,mean,0.42,0.9564516129032258,,
dd,novel,mean,0.43,0.9612903225806452,,
dd,novel,mean,0.44,0.9612903225806452,,
dd,novel,mean,0.45,0.9612903225806452,,
dd,novel,mean,0.46,0.967741935483871,,
dd,novel,mean,0.47000000000000003,0.967741935483871,,
dd,novel,mean,0.48,0.9741935483870968,,
dd,novel,mean,0.49,0.9741935483870968,,
dd,novel,mean,0.5,0.9774193548387098,,
dd,novel,mean,0.51,0.9774193548387098,,
dd,novel,mean,0.52,0.9774193548387098,,
dd,novel,mean,0.53,0.9838709677419356,,
dd,novel,mean,0.54,0.9838709677419356,,
dd,novel,mean,0.55,0.9870967741935484,,
dd,novel,mean,0.56,0.9870967741935484,,
dd,novel,mean,0.5700000000000001,0.9870967741935484,,
dd,novel,mean,0.58,0.9870967741935484,,
dd,novel,mean,0.59,0.9870967741935484,,
dd,novel,mean,0.6,0.9919354838709676,,
dd,novel,mean,0.61,0.9919354838709676,,
dd,novel,mean,0.62,0.9983870967741936,,
dd,novel,mean,0.63,0.9983870967741936,,
dd,novel,mean,0.64,0.9983870967741936,,
dd,novel,mean,0.65,0.9983870967741936,,
dd,novel,mean,0.66,0.9983870967741936,,
dd,novel,mean,0.67,0.9983870967741936,,
dd,novel,mean,0.68,0.9983870967741936,,
dd,novel,mean,0.6900000000000001,0.9983870967741936,,
dd,novel,mean,0.7000000000000001,0.9983870967741936,,
dd,novel,mean,0.71,0.9983870967741936,,
dd,novel,mean,0.72,0.9983870967741936,,
dd,novel,mean,0.73,0.9983870967741936,,
dd,novel,mean,0.74,0.9983870967741936,,
dd,novel,mean,0.75,0.9983870967741936,,
dd,novel,mean,0.76,0.9983870967741936,,
dd,novel,mean,0.77,1.0,,
dd,novel,mean,0.78,1.0,,
dd,novel,mean,0.79,1.0,,
dd,novel,mean,0.8,1.0,,
dd,novel,mean,0.81,1.0,,
dd,novel,mean,0.8200000000000001,1.0,,
